Name,Type,Level,Race,Attribute,ATK,DEF,LCK,Release_date,Rare
Bujingi Boar,Effect Monster,4,Beast,LIGHT,1100,1900,2.24,11/12/2020,False
Performapal Skeeter Skimmer,Effect Monster,4,Insect,WATER,500,1600,1.85,24/01/2005,False
Coral Dragon,Synchro Tuner Monster,6,Dragon,WATER,2400,500,6.06,21/03/2008,True
Eatgaboon,Trap Card,,Normal,,,,0.4,07/04/2006,True
Stellarknight Triverr,XYZ Monster,4,Warrior,LIGHT,2100,2500,3.66,15/07/2011,True
Laughing Flower,Normal Monster,2,Plant,EARTH,900,500,3.22,29/03/2016,False
Gladiator Beast Alexander,Effect Monster,6,Beast,LIGHT,2400,600,1.71,15/08/2019,True
Special Hurricane,Spell Card,,Normal,,,,1.28,18/11/2006,False
Flame Champion,Normal Monster,5,Pyro,FIRE,1900,1300,1.33,31/01/2016,False
Cyber Tutubon,Effect Monster,5,Warrior,EARTH,1800,1600,5.76,11/08/2020,False
Little D,Normal Monster,3,Dinosaur,EARTH,1100,700,0.61,05/03/2002,False
Ryu-Kishin Clown,Effect Monster,2,Fiend,DARK,800,500,8.05,14/10/2007,False
Card of Sanctity,Spell Card,,Normal,,,,1.31,19/10/2013,False
The Golden Apples,Trap Card,,Normal,,,,7.29,21/12/2002,True
Malus Token,Token,,Fiend,,,,4.94,02/08/2008,True
Evilswarm Azzathoth,Flip Effect Monster,4,Reptile,DARK,750,1950,8.46,18/01/2004,True
Chrysalis Dolphin,Effect Monster,2,Fish,WATER,400,600,6.11,24/08/2000,False
Emissary from Pandemonium,Tuner Monster,7,Fiend,EARTH,2600,1800,6.42,11/02/2011,True
Giant Trunade,Spell Card,,Normal,,,,8.36,07/08/2003,False
Phalanx Pike,Spell Card,,Equip,,,,4,28/03/2000,True
Subterror Behemoth Umastryx,Flip Effect Monster,7,Reptile,EARTH,2000,2700,2.75,31/10/2010,True
XX-Saber Emmersblade,Effect Monster,3,Insect,EARTH,1300,800,3.95,29/03/2009,False
Evolzar Dolkka,XYZ Monster,4,Dragon,FIRE,2300,1700,9.51,20/09/2019,False
Follow Wing,Trap Card,,Continuous,,,,2.11,20/01/2003,True
Relay Soul,Trap Card,,Normal,,,,2.03,16/11/2010,False
Nordic Relic Brisingamen,Trap Card,,Normal,,,,7.82,11/08/1999,True
Junk Archer,Synchro Monster,7,Warrior,EARTH,2300,2000,7.31,31/10/2010,True
The Forceful Sentry,Spell Card,,Normal,,,,4.15,06/04/2004,True
Jumbo Drill,Effect Monster,4,Machine,EARTH,1800,100,1.3,07/07/2009,True
Gora Turtle of Illusion,Effect Monster,4,Aqua,WATER,1200,1400,8.26,10/06/2009,False
Wind-Up Rabbit,Effect Monster,3,Beast-Warrior,EARTH,1400,600,0.27,16/04/2016,False
Ancient Gear Hunting Hound,Effect Monster,3,Machine,EARTH,1000,1000,8.04,16/04/2003,False
Superheavy Samurai General Jade,Pendulum Effect Monster,8,Machine,EARTH,1800,2800,0.56,01/09/2012,True
Wodan the Resident of the Forest,Effect Monster,3,Warrior,EARTH,900,1200,3.54,01/07/2012,True
Berserkion the Electromagna Warrior,Effect Monster,8,Rock,EARTH,3000,2800,2.73,13/11/2005,True
Fairy Tail - Sleeper,Flip Effect Monster,4,Spellcaster,LIGHT,1850,1000,8.83,27/03/2008,False
Machina Gearframe,Union Effect Monster,4,Machine,EARTH,1800,0,7.66,03/05/2005,False
Ojama Yellow,Normal Monster,2,Beast,LIGHT,0,1000,5.19,21/02/2019,True
Spiritual Fire Art - Kurenai,Trap Card,,Normal,,,,8.01,02/11/1999,True
Nightmare Archfiends,Trap Card,,Normal,,,,4.16,08/11/2016,False
Nightmare Archfiend Token,Token,,Fiend,,,,0.48,23/09/2002,False
Aye-Iron,Effect Monster,4,Machine,EARTH,1600,1800,9.08,05/01/2016,True
Wandering Mummy,Effect Monster,4,Zombie,EARTH,1500,1500,7.27,23/08/2010,False
Reptilianne Gardna,Effect Monster,4,Reptile,WATER,0,2000,0.67,10/10/2015,False
Vice Berserker,Effect Monster,4,Fiend,DARK,1000,1000,3.08,24/03/2008,False
Laser Qlip,Spell Card,,Field,,,,0.35,26/12/2001,False
Monster Gate,Spell Card,,Normal,,,,3.23,15/09/2015,False
Fire Darts,Trap Card,,Normal,,,,7.38,08/10/2001,True
Alexandrite Dragon,Normal Monster,4,Dragon,LIGHT,2000,100,3.46,09/11/2006,True
Gem-Knight Sardonyx,Gemini Monster,4,Pyro,EARTH,1800,900,1.67,29/11/2012,True
Xyz Remora,Effect Monster,4,Fish,WATER,800,800,7.89,16/11/2001,True
Worm Bait,Spell Card,,Normal,,,,8.92,03/11/2013,False
Worm Token,Token,,Insect,,,,0.69,21/01/2001,True
Toon Kingdom,Spell Card,,Field,,,,7.22,28/05/2006,True
Phantom Dragonray Bronto,Gemini Monster,4,Fish,WATER,1500,1000,8.14,02/02/1999,True
"Yazi, Evil of the Yang Zing",Synchro Monster,7,Wyrm,DARK,2600,2100,7.2,25/09/2016,True
Battle Fusion,Spell Card,,Quick-Play,,,,4.42,16/10/2001,True
Ancient Lizard Warrior,Normal Monster,4,Reptile,EARTH,1400,1100,3.8,03/10/2019,True
Neo-Spacian Dark Panther,Effect Monster,3,Beast,DARK,1000,500,1.14,11/07/2004,True
Performapal Trampolynx,Pendulum Effect Monster,2,Beast,EARTH,300,300,9.81,13/06/2014,False
Draining Shield,Trap Card,,Normal,,,,1.68,17/12/2002,True
Appointer of the Red Lotus,Trap Card,,Normal,,,,5.54,20/11/2017,True
PSY-Frame Multi-Threader,Effect Monster,6,Psychic,LIGHT,0,2500,5.63,27/10/1999,True
Opera the Melodious Diva,Effect Monster,4,Fairy,LIGHT,2300,1000,6.84,20/10/2004,True
Cloudian - Cirrostratus,Effect Monster,4,Fairy,WATER,900,0,3.7,14/02/2016,False
Jurrac Gallim,Tuner Monster,2,Dinosaur,FIRE,1200,0,7.6,03/09/2018,False
Forced Back,Trap Card,,Counter,,,,7.45,26/12/2014,True
Nekogal 2,Normal Monster,6,Beast-Warrior,EARTH,1900,2000,0.24,12/11/2002,False
Sergeant Electro,Effect Monster,4,Machine,FIRE,1600,1300,9.71,22/05/2015,False
Seven Swords Warrior,Synchro Monster,7,Warrior,EARTH,2300,1800,5.71,19/11/2006,False
Armityle the Chaos Phantom,Fusion Monster,12,Fiend,DARK,0,0,2.7,23/08/2004,False
Rasetsu,Spirit Monster,4,Fairy,FIRE,1500,1900,4.1,24/06/2019,False
Rank-Up-Magic Raptor's Force,Spell Card,,Quick-Play,,,,9.19,21/08/2005,False
Magical Android,Synchro Monster,5,Psychic,LIGHT,2400,1700,9.57,20/07/2014,True
D - Chain,Trap Card,,Normal,,,,6.42,23/07/2019,True
Flower Cardian Zebra Grass with Moon,Effect Monster,8,Warrior,DARK,2000,2000,9.06,15/08/2019,False
Commencement Dance,Spell Card,,Ritual,,,,0.95,27/03/2004,False
Double Summon,Spell Card,,Normal,,,,1.08,09/07/2007,False
Reptilianne Gorgon,Effect Monster,3,Reptile,DARK,1400,1400,5.12,15/05/2018,False
The Shallow Grave,Spell Card,,Normal,,,,7.23,08/10/2020,True
Junk Breaker,Effect Monster,4,Warrior,EARTH,1800,1000,3.27,04/03/2020,False
Mirror Gate,Trap Card,,Normal,,,,8,01/11/2017,True
Magical Spring,Spell Card,,Quick-Play,,,,2.24,27/09/2003,True
Rank-Up-Magic Revolution Force,Spell Card,,Quick-Play,,,,0.37,12/12/2014,False
White Hole,Trap Card,,Normal,,,,8.77,27/12/2007,True
Darkworld Thorns,Normal Monster,3,Plant,EARTH,1200,900,3.4,26/05/2009,False
Toon Defense,Trap Card,,Continuous,,,,4.36,12/05/2001,False
Constellar Acubens,Effect Monster,4,Machine,LIGHT,800,2000,2.54,06/02/2012,True
Hourglass of Courage,Effect Monster,4,Fairy,LIGHT,1100,1200,2.36,05/07/2009,False
Izanami,Spirit Monster,4,Fairy,WATER,1100,1800,3.07,08/06/2019,True
Morpho Butterspy,Effect Monster,4,Warrior,DARK,1200,1600,2.17,22/02/2003,False
Yang Zing Prana,Spell Card,,Continuous,,,,0.69,09/10/2005,True
Emes the Infinity,Effect Monster,7,Machine,LIGHT,2500,2000,6.88,02/02/2016,True
Twin-Headed Behemoth,Effect Monster,3,Dragon,WIND,1500,1200,2.62,07/05/2000,False
Tailor of the Fickle,Spell Card,,Quick-Play,,,,7.2,25/12/2020,False
Zombie Mammoth,Effect Monster,4,Zombie,EARTH,1900,0,7.03,16/03/2016,True
Cocoon Rebirth,Spell Card,,Continuous,,,,4,23/11/2010,False
U.A. Signing Deal,Spell Card,,Normal,,,,4.24,12/04/2001,False
"Star Light, Star Bright",Spell Card,,Normal,,,,2.28,21/03/2009,False
Novox's Prayer,Spell Card,,Ritual,,,,0.26,25/06/2017,True
Blizzard Falcon,Effect Monster,4,Winged Beast,WATER,1500,1500,4.78,06/05/2006,False
Jetroid,Effect Monster,4,Machine,WIND,1200,1800,4.43,26/10/2012,False
Frightfur Factory,Spell Card,,Continuous,,,,0.08,10/11/2016,True
Hazy Glory,Trap Card,,Continuous,,,,7.6,22/05/2002,False
Minoan Centaur,Effect Monster,6,Beast-Warrior,EARTH,1800,1000,0.6,22/09/2001,False
Prohibition,Spell Card,,Continuous,,,,8.94,07/07/2010,False
Man-Thro' Tro',Effect Monster,4,Beast-Warrior,EARTH,1000,1000,9.05,02/01/2004,True
Poison Mummy,Flip Effect Monster,4,Zombie,EARTH,1000,1800,6.52,03/05/2006,False
Windwitch - Ice Bell,Effect Monster,3,Spellcaster,WIND,1000,1000,6.18,14/11/2019,True
Holding Arms,Effect Monster,4,Fiend,DARK,500,1200,7.82,16/03/2002,False
Brotherhood of the Fire Fist - Dragon,Effect Monster,4,Beast-Warrior,FIRE,1800,400,7.78,03/06/2011,False
Chrysalis Pantail,Effect Monster,2,Beast,DARK,800,300,7.06,15/04/2015,False
Foucault's Cannon,Pendulum Normal Monster,5,Spellcaster,DARK,2200,1200,1.52,22/07/2011,False
Phoenix Beast Gairuda,Effect Monster,6,Winged Beast,WIND,2500,1200,5.97,23/12/2018,True
Giga Gagagigo,Normal Monster,5,Reptile,WATER,2450,1500,6.3,20/02/2017,False
Warrior of Atlantis,Effect Monster,4,Aqua,WATER,1900,1200,3.22,06/02/2005,True
Photon Current,Trap Card,,Normal,,,,4.82,29/06/2006,False
Spellbook of Miracles,Spell Card,,Normal,,,,8.78,18/05/2006,True
Neutron Blast,Spell Card,,Normal,,,,5.81,01/03/2013,False
Forgotten Temple of the Deep,Trap Card,,Continuous,,,,6.47,24/12/2009,True
Dark Magician Girl the Dragon Knight,Fusion Monster,7,Dragon,DARK,2600,1700,9.53,19/09/2015,True
Twin Twisters,Spell Card,,Quick-Play,,,,9.85,02/01/2014,False
Madjinn Gunn,Normal Monster,2,Fiend,DARK,600,800,7.88,22/08/2017,True
Blackwing - Boobytrap,Trap Card,,Normal,,,,6.3,07/12/2002,False
Celestia,Spell Card,,Field,,,,0.69,03/04/2017,False
Windmill Genex,Synchro Monster,7,Machine,WIND,2000,1600,6.47,05/11/2000,True
Magical Something,Effect Monster,4,Spellcaster,DARK,1800,1300,3.56,16/10/2007,True
Naturia Landoise,Synchro Monster,7,Rock,EARTH,2350,1600,2.29,12/08/2005,False
Metamorphortress,Trap Card,,Continuous,,,,1.19,12/10/2009,False
The Flute of Summoning Dragon,Spell Card,,Normal,,,,3.76,01/07/2017,False
Blackback,Trap Card,,Normal,,,,5.75,16/08/2018,True
Gravity Warrior,Synchro Monster,6,Warrior,EARTH,2100,1000,8.19,12/05/2014,True
Dimension Gate,Trap Card,,Continuous,,,,8.28,07/07/2020,True
Ancient Gear Catapult,Spell Card,,Normal,,,,7.69,24/06/2018,True
Ancient Gear Token,Token,,Machine,,,,9.55,17/02/2006,True
Supply,Flip Effect Monster,4,Warrior,EARTH,1300,800,7.23,27/07/2004,True
Takriminos,Normal Monster,4,Sea Serpent,WATER,1500,1200,9.81,26/09/2005,False
Poly-Chemicritter Dioxogre,Gemini Monster,8,Fiend,DARK,2800,200,7.8,10/08/2002,True
Mirror Force,Trap Card,,Normal,,,,8.02,24/02/2010,False
Rose Fairy,Effect Monster,3,Plant,WIND,600,1200,1.97,14/12/2004,True
The Fabled Unicore,Synchro Monster,4,Beast,LIGHT,2300,1000,3.08,17/02/2005,True
"Ehren, Lightsworn Monk",Effect Monster,4,Warrior,LIGHT,1600,1000,4.39,02/01/2003,True
Samsara,Spell Card,,Continuous,,,,9.49,06/12/2014,False
Robotic Knight,Normal Monster,4,Machine,FIRE,1600,1800,7.83,08/12/2006,True
Castle Walls,Trap Card,,Normal,,,,6.92,18/06/1999,False
Abyssal Kingshark,Effect Monster,4,Fish,WATER,1700,600,2.72,12/05/2011,True
Necro Linker,Effect Monster,2,Fiend,DARK,600,0,9,11/07/1999,False
Gagaga Clerk,Effect Monster,2,Warrior,EARTH,400,800,9.07,03/03/2017,False
1st Movement Solo,Spell Card,,Normal,,,,8.46,25/11/2012,False
Star Seraph Sage,Effect Monster,4,Fairy,LIGHT,1600,1400,4.33,26/03/2014,False
Masaki the Legendary Swordsman,Normal Monster,4,Warrior,EARTH,1100,1100,3.68,25/06/2013,False
Madolche Puddingcess Chocolat-a-la-Mode,XYZ Monster,5,Fairy,EARTH,2500,2200,2.76,15/12/2009,False
Gorz the Emissary of Darkness,Effect Monster,7,Fiend,DARK,2700,2500,5.39,21/06/2001,True
Emissary of Darkness Token,Token,,Fairy,,,,2.02,15/03/2020,True
Dark Bug,Effect Monster,1,Insect,DARK,100,100,9.1,05/06/2001,False
Performapal Salutiger,Effect Monster,4,Beast-Warrior,EARTH,1700,500,3.78,25/01/2009,True
Jade Knight,Effect Monster,4,Machine,LIGHT,1000,1800,2.97,14/04/2005,True
Shaddoll Fusion,Spell Card,,Normal,,,,8.83,27/03/2014,True
Red-Eyes Spirit,Trap Card,,Normal,,,,0.38,03/02/2001,False
Red-Eyes Flare Metal Dragon,XYZ Monster,7,Dragon,DARK,2800,2400,9.04,15/01/2012,False
Morphtronic Accelerator,Spell Card,,Normal,,,,3.63,19/03/2004,False
Chamberlain of the Six Samurai,Normal Monster,3,Warrior,EARTH,200,2000,1.05,19/08/2015,True
Double Coston,Effect Monster,4,Zombie,DARK,1700,1650,2.12,22/10/1999,False
Solar Ray,Trap Card,,Normal,,,,8.79,12/03/2009,True
Performapal Camelump,Pendulum Effect Monster,4,Beast,EARTH,800,1800,3.51,30/01/2004,True
Xyz Block,Trap Card,,Counter,,,,0.45,18/06/2013,False
Inzektor Exa-Beetle,XYZ Monster,6,Insect,DARK,1000,1000,7.54,18/03/2005,False
Stardust Dragon,Synchro Monster,8,Dragon,WIND,2500,2000,8.17,27/06/2008,False
Pinpoint Guard,Trap Card,,Normal,,,,3.7,04/02/2020,True
Left Leg of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300,2.87,15/01/1999,False
Damage = Reptile,Trap Card,,Continuous,,,,6.44,10/05/2016,True
Light of Judgment,Trap Card,,Normal,,,,3.88,22/06/2016,False
Constellar Siat,Effect Monster,1,Fairy,LIGHT,100,1600,9.12,16/02/2002,True
Messenger of Peace,Spell Card,,Continuous,,,,3.5,28/04/2004,False
Ghost Fairy Elfobia,Effect Monster,3,Psychic,WIND,900,500,1.87,07/12/2009,False
Herald of Perfection,Ritual Effect Monster,6,Fairy,LIGHT,1800,2800,0.86,25/10/2019,False
Hero Barrier,Trap Card,,Normal,,,,1.71,03/01/2007,True
Garbage Lord,Effect Monster,5,Fiend,DARK,0,2400,2.33,23/05/2003,False
Jurrac Spinos,Effect Monster,7,Dinosaur,FIRE,2600,1700,3.29,16/12/2005,False
Spinos Token,Token,,Dinosaur,,,,6.26,20/03/2017,True
Bitelon,Effect Monster,6,Reptile,WATER,2400,1000,8.74,15/08/2014,False
Starfish,Effect Monster,3,Aqua,WATER,300,300,8.79,16/06/2011,False
Steamroid,Effect Monster,4,Machine,EARTH,1800,1800,8.79,12/06/2009,True
Opti-Camouflage Armor,Spell Card,,Equip,,,,5.21,06/08/2010,True
Delinquent Duo,Spell Card,,Normal,,,,2.24,02/05/1999,False
The Terminus of the Burning Abyss,Spell Card,,Normal,,,,9.91,06/09/2009,False
Naturia Beans,Effect Monster,2,Plant,EARTH,100,1200,9.19,17/08/2015,False
Hammer Bounzer,Effect Monster,6,Warrior,EARTH,2300,2000,2.51,28/09/2005,False
D.D. Destroyer,Effect Monster,4,Warrior,EARTH,1000,1000,9.19,12/02/2007,True
Combo Master,Effect Monster,5,Warrior,WIND,2200,1500,7.4,17/12/2019,True
Worm Linx,Flip Effect Monster,2,Reptile,LIGHT,300,1000,1.49,25/02/2018,False
Brotherhood of the Fire Fist - Raven,Effect Monster,3,Beast-Warrior,FIRE,200,1800,1.68,13/04/2005,True
Cyber Soldier,Normal Monster,5,Machine,DARK,1500,1700,7.57,17/12/2013,True
Ancient Gear Reactor Dragon,Effect Monster,9,Machine,EARTH,3000,3000,7.2,27/02/2020,True
Sacred Spirit of the Ice Barrier,Spirit Monster,4,Zombie,WATER,1600,1200,8.81,14/03/2011,False
Double Defender,Spell Card,,Continuous,,,,3.47,30/10/2014,False
Des Croaking,Spell Card,,Normal,,,,8.34,25/11/2005,True
Miracle Fertilizer,Spell Card,,Continuous,,,,3.02,24/12/2017,False
Saber Hole,Trap Card,,Counter,,,,6.79,06/03/2003,False
Victory Dragon,Effect Monster,8,Dragon,DARK,2400,3000,7.34,20/07/2017,False
Timeater,Effect Monster,6,Machine,DARK,1900,1700,7.59,29/01/2000,False
Fire Formation - Tensen,Trap Card,,Continuous,,,,8.25,23/07/2016,False
World Carrotweight Champion,Effect Monster,4,Plant,DARK,1900,0,5.37,30/11/1999,True
Burden of the Mighty,Spell Card,,Continuous,,,,7.61,31/07/2013,False
B.E.S. Tetran,Effect Monster,6,Machine,WIND,1800,2300,6.58,07/01/2005,True
Silent Burning,Spell Card,,Quick-Play,,,,9.78,07/06/2001,True
The Legendary Fisherman III,Effect Monster,7,Warrior,WATER,2500,2000,0.65,26/11/2007,False
Flowerbot,Effect Monster,3,Plant,EARTH,1500,800,2.78,30/11/2010,True
Lightning Punisher,Effect Monster,7,Thunder,DARK,2600,1600,0.23,02/10/2008,True
Ally of Justice Enemy Catcher,Effect Monster,6,Machine,DARK,1800,1800,1.61,24/04/2002,False
Chevalier de Fleur,Synchro Monster,8,Warrior,WIND,2700,2300,1.84,03/09/2017,False
Koa'ki Meiru Guardian,Effect Monster,4,Rock,EARTH,1900,1200,5.1,18/02/2003,True
Tripwire Beast,Normal Monster,4,Thunder,EARTH,1200,1300,5.96,13/02/2017,False
Ocean's Keeper,Effect Monster,3,Fish,WATER,1500,1200,5.4,27/05/2003,True
ZW - Lightning Blade,Effect Monster,5,Beast,LIGHT,1200,2000,8.16,03/02/2004,False
Risebell the Summoner,Pendulum Normal Monster,3,Psychic,WIND,800,800,2.03,22/04/2012,True
Spell Recycler,Effect Monster,1,Spellcaster,DARK,0,0,4.9,15/08/2002,False
Ogre of the Black Shadow,Normal Monster,4,Beast-Warrior,EARTH,1200,1400,5.31,19/08/2012,True
Call of the Reaper,Trap Card,,Normal,,,,5.63,03/07/2017,False
Heat Wave,Spell Card,,Normal,,,,0.62,17/10/2010,False
Old Vindictive Magician,Flip Effect Monster,2,Spellcaster,DARK,450,600,4.81,16/02/2002,False
Moai Interceptor Cannons,Effect Monster,4,Rock,EARTH,1100,2000,4.87,06/03/2020,False
Vision HERO Adoration,Fusion Monster,8,Warrior,DARK,2800,2100,3.1,28/05/2010,False
Full House,Trap Card,,Normal,,,,2.58,19/12/2006,False
Raidraptor - Skull Eagle,Effect Monster,3,Winged Beast,DARK,1000,500,4.53,20/12/2017,False
Vylon Delta,Synchro Monster,7,Fairy,LIGHT,1700,2800,3.76,22/12/2017,True
Evigishki Gustkraken,Ritual Effect Monster,6,Aqua,WATER,2400,1000,0.16,05/09/2000,False
Flame Swordsman,Fusion Monster,5,Warrior,FIRE,1800,1600,4.6,03/03/2001,True
Mark of the Rose,Spell Card,,Equip,,,,7.69,17/04/2015,True
Saambell the Summoner,Effect Monster,2,Spellcaster,WIND,600,400,0.69,08/12/2011,False
Geargiano Mk-III,Effect Monster,3,Machine,EARTH,1000,1000,7.88,27/02/2010,True
Scarred Warrior,Synchro Monster,5,Warrior,EARTH,2100,1000,7.32,08/07/2015,True
Symbol of Heritage,Spell Card,,Equip,,,,1.27,04/01/2019,False
Goblin Thief,Spell Card,,Normal,,,,7.3,30/12/2008,True
Red Warg,Effect Monster,6,Fiend,FIRE,1400,2200,2.6,15/12/2020,False
Archfiend Black Skull Dragon,Fusion Monster,9,Dragon,DARK,3200,2500,8.72,03/12/2000,False
Mirror Ladybug,Effect Monster,1,Insect,LIGHT,100,100,0.83,04/04/2002,True
Psychic Lifetrancer,Synchro Monster,7,Psychic,EARTH,2400,2000,3.35,23/11/2000,False
Triamid Cruiser,Spell Card,,Field,,,,7.32,12/08/2001,True
Red-Eyes Transmigration,Spell Card,,Ritual,,,,3.7,11/02/2016,False
Fairy King Truesdale,Effect Monster,6,Plant,WATER,2200,1500,3.02,21/05/2020,False
Laval Coatl,Tuner Monster,2,Pyro,FIRE,1300,700,7.8,14/05/2002,True
Ally of Justice Omni-Weapon,Effect Monster,5,Machine,DARK,2200,800,4.09,14/03/2015,True
Kinka-byo,Spirit Monster,1,Beast,DARK,400,200,8.04,10/06/2006,False
Gearspring Spirit,Effect Monster,8,Machine,DARK,100,100,7.14,28/08/2020,True
Dark Red Enchanter,Effect Monster,6,Spellcaster,DARK,1700,2200,0.45,03/05/2002,False
Dragon Spirit of White,Effect Monster,8,Dragon,LIGHT,2500,2000,3.23,06/12/2013,True
Super Defense Robot Elephan,Effect Monster,8,Machine,EARTH,1400,2500,8.58,19/03/2019,False
Queen of Thorns,Synchro Monster,6,Plant,LIGHT,2200,1800,3.53,22/05/2012,False
Celtic Guard of Noble Arms,Effect Monster,4,Warrior,EARTH,2100,700,7.85,02/11/2018,False
Raidraptor - Blaze Falcon,XYZ Monster,5,Winged Beast,DARK,1000,2000,3.95,17/01/2017,True
Birdface,Effect Monster,4,Winged Beast,WIND,1600,1600,6.85,07/03/2018,False
Ally of Justice Cyclone Creator,Tuner Monster,3,Machine,DARK,1400,1200,0.67,05/04/2011,False
Performapal Extra Slinger,Pendulum Effect Monster,3,Spellcaster,DARK,800,1100,6.8,08/05/2000,False
Morphtronic Magnen Bar,Effect Monster,1,Thunder,EARTH,100,100,9.98,22/09/2002,True
"Draghig, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1100,900,8.11,15/07/2006,False
Noisy Gnat,Effect Monster,2,Insect,EARTH,700,300,7.99,05/02/2003,False
Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster,7,Dragon,DARK,3000,2500,4.77,09/11/2017,True
Master with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,300,1200,9.36,03/09/2006,False
Mimimic,Effect Monster,3,Machine,EARTH,300,300,8.1,23/03/2008,True
Rain Storm,Trap Card,,Normal,,,,0.65,14/01/2007,True
Gem-Knight Iolite,Gemini Monster,4,Aqua,EARTH,1300,2000,0.85,31/12/2004,True
Karakuri Spider,Effect Monster,2,Machine,EARTH,400,500,9.57,18/04/2001,True
Heraldic Beast Unicorn,Effect Monster,4,Beast,LIGHT,1100,1600,8.96,08/06/2012,True
Jurrac Ptera,Effect Monster,3,Dinosaur,FIRE,800,1500,9.38,08/07/2016,True
Sacred Sword of Seven Stars,Spell Card,,Normal,,,,8.29,28/06/2012,False
Pilgrim Reaper,XYZ Monster,6,Zombie,DARK,0,0,6.08,21/12/2009,True
Rising Air Current,Spell Card,,Field,,,,8.32,15/09/2005,False
Wattlemur,Effect Monster,2,Thunder,LIGHT,800,100,6.14,11/11/2013,True
Traptrix Dionaea,Effect Monster,4,Plant,EARTH,1700,1100,4.11,21/11/2001,False
Destiny Draw,Spell Card,,Normal,,,,3.27,09/08/2005,True
Cardcar D,Effect Monster,2,Machine,EARTH,800,400,6.91,22/08/2008,True
Scrap Archfiend,Synchro Monster,7,Fiend,EARTH,2700,1800,0.57,30/08/2003,False
Quick Booster,Spell Card,,Quick-Play,,,,8.64,17/07/2002,True
Lost Guardian,Effect Monster,4,Rock,EARTH,100,0,8.3,29/06/2012,True
Gilasaurus,Effect Monster,3,Dinosaur,EARTH,1400,400,4.22,17/04/2019,False
Dark-Piercing Light,Spell Card,,Normal,,,,8.56,24/10/2007,True
Bonding - H2O,Spell Card,,Normal,,,,0.62,18/09/2016,False
Miracle Fusion,Spell Card,,Normal,,,,1.96,03/01/2000,False
Moon Envoy,Normal Monster,4,Warrior,LIGHT,1100,1000,6.74,24/10/2005,False
Little Fairy,Effect Monster,3,Fairy,LIGHT,800,800,8.03,21/08/2017,True
Twister,Spell Card,,Quick-Play,,,,6.83,21/10/2013,True
Cycroid,Normal Monster,3,Machine,EARTH,800,1000,5.18,30/04/2011,True
Rank-Up-Magic Astral Force,Spell Card,,Normal,,,,9.58,05/08/2008,False
Dark Contract with the Yamimakai,Spell Card,,Continuous,,,,9.7,31/03/2018,False
Solar Flare Dragon,Effect Monster,4,Pyro,FIRE,1500,1000,5.42,05/02/2020,False
Snatch Steal,Spell Card,,Equip,,,,7.41,28/05/2009,False
Noble Arms - Excaliburn,Spell Card,,Equip,,,,8.54,01/11/2000,True
Beast Fangs,Spell Card,,Equip,,,,3.48,25/06/2013,True
Damage Polarizer,Trap Card,,Counter,,,,3.72,08/02/2008,True
Guardian Tryce,Effect Monster,5,Thunder,LIGHT,1900,1700,0.62,13/12/2019,False
Gusto Falco,Tuner Monster,2,Winged Beast,WIND,600,1400,9.77,15/08/2015,False
Advanced Ritual Art,Spell Card,,Ritual,,,,1.15,07/09/2015,True
Zoodiac Barrage,Spell Card,,Continuous,,,,8.67,01/11/2016,False
Performance Hurricane,Spell Card,,Normal,,,,4.81,10/03/2020,True
Attraffic Control,Spell Card,,Continuous,,,,9.63,18/05/2015,True
Koa'ki Ring,Spell Card,,Normal,,,,6.88,01/03/2014,True
Ebon Magician Curran,Effect Monster,2,Spellcaster,DARK,1200,0,2.21,12/01/2016,True
Hinotama,Spell Card,,Normal,,,,4.89,07/02/2002,True
Powered Inzektron,Synchro Monster,6,Machine,LIGHT,2500,1600,3.04,23/07/2017,False
Barrier Statue of the Heavens,Effect Monster,4,Fairy,LIGHT,1000,1000,8.73,18/10/2020,True
